loan_amnt,loan_term_year,grade,int_rate,purpose,annual_inc,emp_length,verification_status,home_ownership,addr_state,dti,total_acc,total_pymnt,recoveries,collection_recovery_fee,loan_status,repaid,annual_return
25000,3,E,16.82,credit_card,170000.0,2 years,Verified,RENT,FL,21.66,40.0,24198.521912866305,0.0,0.0,Fully Paid,1,0.25728050798568436
6250,3,D,14.84,debt_consolidation,28500.0,2 years,Not Verified,RENT,NJ,19.96,21.0,7782.706594880699,0.0,0.0,Fully Paid,1,0.23148472192770408
10950,3,A,7.88,debt_consolidation,65000.0,10+ years,Verified,MORTGAGE,FL,17.72,40.0,12331.8993784992,0.0,0.0,Fully Paid,1,0.14482322879223575
8000,3,C,13.23,other,180000.0,2 years,Source Verified,MORTGAGE,FL,7.86,22.0,9707.4055461959,0.0,0.0,Fully Paid,1,0.18981843792413922
10000,3,B,10.38,credit_card,32000.0,5 years,Not Verified,RENT,CA,8.51,16.0,11681.371386326102,0.0,0.0,Fully Paid,1,0.1752476775182079
12000,5,C,13.61,credit_card,55000.0,10+ years,Verified,MORTGAGE,TX,16.36,13.0,16607.8899811022,0.0,0.0,Fully Paid,1,0.21837930906087522
25000,5,G,20.16,credit_card,103000.0,3 years,Verified,MORTGAGE,IL,8.0,37.0,35498.8884165914,0.0,0.0,Fully Paid,1,0.25890341749180745
11000,5,C,13.61,debt_consolidation,48000.0,2 years,Not Verified,RENT,CA,20.1,19.0,14613.9984323538,0.0,0.0,Fully Paid,1,0.20231327152279555
14400,5,B,10.75,other,56000.0,5 years,Not Verified,MORTGAGE,FL,18.06,23.0,5250.179999999989,1505.34,330.1434,Charged Off,0,-0.6100686076911407
11350,3,A,7.88,major_purchase,43200.0,6 years,Source Verified,RENT,TX,8.67,14.0,12782.2139113115,0.0,0.0,Fully Paid,1,0.14482322879223886
6000,5,F,18.3,small_business,34000.0,2 years,Verified,OWN,FL,9.95,19.0,9004.6572797194,0.0,0.0,Fully Paid,1,0.27574411598522097
20000,5,F,18.3,debt_consolidation,69996.0,10+ years,Verified,MORTGAGE,NY,15.91,12.0,25208.0160345113,0.0,0.0,Fully Paid,1,0.19072284377766757
5000,3,A,7.51,moving,95000.0,2 years,Not Verified,MORTGAGE,FL,20.84,44.0,5600.024919180501,0.0,0.0,Fully Paid,1,0.14038581749599688
20400,5,C,13.23,debt_consolidation,90000.0,10+ years,Verified,MORTGAGE,NJ,7.0,29.0,22525.6216943982,0.0,0.0,Fully Paid,1,0.10874711733837583
8000,3,A,7.51,debt_consolidation,54500.0,2 years,Verified,RENT,NY,12.29,11.0,8960.1194485543,0.0,0.0,Fully Paid,1,0.14038581749600287
5000,3,A,7.88,debt_consolidation,62000.0,10+ years,Not Verified,MORTGAGE,NY,8.94,17.0,5496.257172350301,0.0,0.0,Fully Paid,1,0.12395246046446018
13000,3,A,7.88,major_purchase,57000.0,4 years,Not Verified,MORTGAGE,NY,11.96,26.0,14640.6279117562,0.0,0.0,Fully Paid,1,0.14482322879224174
6400,5,D,15.58,debt_consolidation,49992.0,6 years,Not Verified,MORTGAGE,CA,24.68,29.0,9252.3900000004,0.0,0.0,Fully Paid,1,0.24534928380619037
8000,3,A,6.76,home_improvement,110000.0,10+ years,Not Verified,MORTGAGE,IL,11.19,32.0,8861.3553848862,0.0,0.0,Fully Paid,1,0.13144217726227603
14400,5,D,15.58,debt_consolidation,40000.0,1 year,Not Verified,RENT,CA,10.95,13.0,15298.5272421489,0.0,0.0,Fully Paid,1,0.11678697988074993
17000,3,C,14.72,debt_consolidation,45300.0,3 years,Not Verified,RENT,FL,13.51,30.0,19452.7944410321,0.0,0.0,Fully Paid,1,0.16297552779424174
11500,5,E,17.93,credit_card,47000.0,2 years,Not Verified,MORTGAGE,TX,22.26,41.0,17495.0899748242,0.0,0.0,Fully Paid,1,0.278348204398416
20500,5,B,11.49,debt_consolidation,45600.0,1 year,Verified,RENT,NJ,16.9,25.0,16113.96,491.77,4.1995999977,Charged Off,0,0.11005857858634016
4000,3,A,6.39,credit_card,28000.0,6 years,Not Verified,RENT,CA,12.81,24.0,4377.5206645772,0.0,0.0,Fully Paid,1,0.10624032333282973
5000,3,D,15.58,moving,116000.0,8 years,Verified,RENT,CA,13.08,10.0,5150.0966455305,0.0,0.0,Fully Paid,1,0.06518367769655642
16000,5,C,13.23,debt_consolidation,66996.0,1 year,Source Verified,RENT,CA,11.88,42.0,19782.8825751285,0.0,0.0,Fully Paid,1,0.17089693633392322
4000,3,A,7.88,other,50004.0,5 years,Verified,RENT,NY,7.27,21.0,4475.542062751541,0.0,0.0,Fully Paid,1,0.12395246046447794
4800,5,D,15.95,other,63624.0,10+ years,Not Verified,RENT,CA,5.68,8.0,1242.84,197.13,1.95,Charged Off,0,-0.9491118282550894
1500,5,C,13.61,other,76160.0,10+ years,Verified,MORTGAGE,CA,13.87,35.0,2075.985751166098,0.0,0.0,Fully Paid,1,0.21837930906087522
4000,3,B,10.75,debt_consolidation,65000.0,< 1 year,Not Verified,MORTGAGE,TX,17.19,16.0,4697.550570974199,0.0,0.0,Fully Paid,1,0.17981661926793002
3200,3,B,11.49,debt_consolidation,61500.0,8 years,Not Verified,MORTGAGE,NY,22.73,41.0,3798.2938377628,0.0,0.0,Fully Paid,1,0.1890062736773277
14000,5,B,11.49,vacation,77000.0,5 years,Verified,RENT,CA,12.36,38.0,17854.14,105.79,19.0422000043,Charged Off,0,0.1756167775647277
5000,3,A,7.88,major_purchase,40000.0,1 year,Verified,RENT,NY,3.51,9.0,1596.3099999999938,176.23,1.91,Charged Off,0,-0.8931814992796211
25000,5,C,13.61,debt_consolidation,90000.0,2 years,Verified,RENT,FL,20.73,26.0,22713.409975577702,0.0,0.0,Fully Paid,1,0.21837930906088165
8000,3,D,15.58,debt_consolidation,54000.0,10+ years,Not Verified,MORTGAGE,FL,24.09,21.0,10065.9271926706,0.0,0.0,Fully Paid,1,0.2410648292754487
10000,3,A,7.51,major_purchase,100000.0,2 years,Not Verified,MORTGAGE,NJ,14.3,51.0,11171.5390069211,0.0,0.0,Fully Paid,1,0.11952893829637334
14000,3,A,7.14,debt_consolidation,54000.0,< 1 year,Not Verified,RENT,NY,12.62,21.0,15428.6234473951,0.0,0.0,Fully Paid,1,0.11512211167896891
9600,5,B,10.38,credit_card,35000.0,3 years,Source Verified,MORTGAGE,TX,5.73,23.0,12141.02,41.55,7.479,Charged Off,0,0.16850997218859853
10200,3,D,15.21,debt_consolidation,50004.0,10+ years,Not Verified,RENT,CA,24.55,26.0,10329.7500000033,0.0,0.0,Fully Paid,1,0.06055023121398806
21250,3,D,15.95,credit_card,56000.0,10+ years,Verified,RENT,CA,21.69,44.0,25850.9832929323,0.0,0.0,Fully Paid,1,0.2023630097072462
22000,5,E,17.19,other,114000.0,5 years,Verified,OWN,FL,14.04,22.0,16839.3131623889,0.0,0.0,Fully Paid,1,0.15170448589140473
10000,5,B,10.75,medical,80000.0,10+ years,Verified,OWN,FL,9.11,35.0,7350.12,6.12,0.0,Charged Off,0,-0.16789816280392755
8000,3,A,7.14,home_improvement,14400.0,10+ years,Verified,OWN,CA,7.75,14.0,8421.869536165303,0.0,0.0,Fully Paid,1,0.09316456545861551
10000,5,D,15.21,moving,47000.0,2 years,Not Verified,RENT,FL,7.48,17.0,13813.4304204529,0.0,0.0,Fully Paid,1,0.22418609843438975
7000,3,B,11.12,debt_consolidation,76000.0,10+ years,Verified,RENT,TX,9.06,28.0,8221.048507818597,0.0,0.0,Fully Paid,1,0.16341087932326626
15000,5,D,15.95,credit_card,50000.0,10+ years,Source Verified,MORTGAGE,TX,8.9,10.0,20245.6300755127,0.0,0.0,Fully Paid,1,0.21726092332337976
25000,3,B,10.75,other,72000.0,9 years,Not Verified,RENT,NJ,12.58,18.0,20639.7145957096,0.0,0.0,Fully Paid,1,0.17981661926793313
1000,3,D,15.58,moving,48000.0,10+ years,Source Verified,RENT,FL,1.61,22.0,78.97000000000101,44.08,0.42,Charged Off,0,-1.0
3000,3,C,14.72,other,45996.0,2 years,Source Verified,RENT,NY,4.7,11.0,2990.109999999989,44.76,0.63,Charged Off,0,0.035198941146357354
3500,3,C,14.35,major_purchase,42000.0,5 years,Not Verified,RENT,NY,4.89,15.0,4328.0440076445,0.0,0.0,Fully Paid,1,0.2251807048993466
1200,3,D,15.58,other,40000.0,5 years,Source Verified,RENT,NJ,15.15,30.0,1509.8168691451,0.0,0.0,Fully Paid,1,0.21990674539830612
10000,5,D,15.95,credit_card,40000.0,10+ years,Source Verified,RENT,TX,17.4,22.0,11832.7,464.44,4.1546,Charged Off,0,0.14020411878510863
5600,5,B,10.75,other,60000.0,10+ years,Not Verified,MORTGAGE,TX,15.98,28.0,6985.5156939103,0.0,0.0,Fully Paid,1,0.1642106160936856
7200,3,B,10.38,major_purchase,74076.0,9 years,Verified,RENT,CA,21.85,26.0,8117.0185658967,0.0,0.0,Fully Paid,1,0.13218170909884308
3500,3,B,10.75,moving,41000.0,4 years,Not Verified,RENT,FL,23.71,21.0,4053.3616440028,0.0,0.0,Fully Paid,1,0.15883850339454653
10000,3,A,7.51,moving,120000.0,10+ years,Source Verified,MORTGAGE,TX,8.66,25.0,10913.6166874828,0.0,0.0,Fully Paid,1,0.11952893829637334
5000,3,D,16.32,small_business,40000.0,7 years,Source Verified,RENT,CA,6.54,7.0,3619.92,94.72,1.23,Charged Off,0,-0.3123459066925883
4500,3,A,7.51,moving,36000.0,< 1 year,Source Verified,MORTGAGE,CA,13.9,26.0,5040.0364187675,0.0,0.0,Fully Paid,1,0.14038581749600887
12000,5,E,17.19,debt_consolidation,110000.0,8 years,Source Verified,MORTGAGE,CA,6.36,24.0,8246.85,481.69,4.72,Charged Off,0,-0.2615682528196266
25000,5,B,11.49,debt_consolidation,61080.0,1 year,Verified,RENT,CA,20.84,20.0,20745.189987457103,0.0,0.0,Fully Paid,1,0.19004275773006563
4000,3,B,10.75,wedding,96000.0,1 year,Verified,RENT,NY,0.84,14.0,4563.9183945598,0.0,0.0,Fully Paid,1,0.13672046698920726
12000,5,B,10.75,home_improvement,106000.0,10+ years,Verified,MORTGAGE,CA,16.3,22.0,15564.849982528702,0.0,0.0,Fully Paid,1,0.18031595791103694
8500,3,C,13.61,debt_consolidation,25200.0,3 years,Source Verified,RENT,CA,13.48,10.0,10400.8989852413,0.0,0.0,Fully Paid,1,0.21571971435907256
5000,3,B,11.12,debt_consolidation,30000.0,4 years,Not Verified,OWN,CA,16.88,25.0,5729.0532794187,0.0,0.0,Fully Paid,1,0.14127648102037704
25000,5,B,11.49,small_business,155000.0,9 years,Verified,MORTGAGE,FL,7.28,34.0,4545.26,2612.01,323.59,Charged Off,0,-0.993997075189379
15000,5,B,10.75,other,59000.0,4 years,Not Verified,MORTGAGE,IL,4.5,26.0,14851.4599897946,0.0,0.0,Fully Paid,1,0.18031595791103383
2500,3,C,14.72,medical,57600.0,10+ years,Not Verified,RENT,CA,12.79,18.0,3107.7172028429,0.0,0.0,Fully Paid,1,0.2299379745393766
9500,3,F,19.04,debt_consolidation,23040.0,< 1 year,Verified,RENT,TX,8.65,3.0,7138.560000000015,175.57,2.38,Charged Off,0,-0.28505005287362206
7800,3,D,15.58,debt_consolidation,36928.0,2 years,Not Verified,OWN,CA,24.37,11.0,4089.3,5.7,0.0,Charged Off,0,-0.6350313473745666
7000,3,B,11.49,moving,50000.0,5 years,Verified,MORTGAGE,CA,2.09,8.0,8308.8606416206,0.0,0.0,Fully Paid,1,0.1890062736773246
3000,3,A,7.14,home_improvement,90000.0,3 years,Verified,MORTGAGE,TX,13.77,26.0,3292.8389140836,0.0,0.0,Fully Paid,1,0.11512211167898356
6000,3,D,15.21,debt_consolidation,46500.0,2 years,Verified,OWN,NY,12.72,27.0,7176.1295881570995,0.0,0.0,Fully Paid,1,0.19280689040168375
7000,3,C,13.61,debt_consolidation,42000.0,4 years,Not Verified,RENT,NY,18.51,10.0,8565.6253913378,0.0,0.0,Fully Paid,1,0.215719714359063
3500,3,C,14.35,small_business,48000.0,< 1 year,Source Verified,OWN,NY,8.5,5.0,4298.8248960956,0.0,0.0,Fully Paid,1,0.20406845491279713
24000,3,B,11.12,credit_card,78708.0,7 years,Verified,RENT,CA,15.99,19.0,27161.5857231553,0.0,0.0,Fully Paid,1,0.14127648102037393
6000,3,A,7.14,other,54000.0,2 years,Verified,RENT,CA,7.44,13.0,6680.8572695048,0.0,0.0,Fully Paid,1,0.11512211167898356
3250,3,B,11.49,major_purchase,67200.0,6 years,Not Verified,MORTGAGE,IL,16.93,24.0,3857.6874461005,0.0,0.0,Fully Paid,1,0.1890062736773308
25000,3,B,11.12,debt_consolidation,83004.0,6 years,Verified,MORTGAGE,TX,15.98,27.0,29518.7608176823,0.0,0.0,Fully Paid,1,0.18440279652834612
3000,5,B,11.86,vacation,40084.0,10+ years,Verified,RENT,NY,6.95,33.0,3991.0999988105,0.0,0.0,Fully Paid,1,0.19493779542119394
3325,3,D,16.32,debt_consolidation,75000.0,< 1 year,Source Verified,RENT,NY,5.06,16.0,1743.9,103.1,1.16,Charged Off,0,-0.6448177902426254
7000,3,D,14.84,small_business,63000.0,4 years,Verified,RENT,IL,2.13,6.0,8716.6127244262,0.0,0.0,Fully Paid,1,0.23148472192770408
14000,3,A,7.51,debt_consolidation,60000.0,2 years,Not Verified,RENT,NY,18.44,43.0,15324.570492248702,0.0,0.0,Fully Paid,1,0.11952893829638223
6000,3,C,14.72,home_improvement,71000.0,10+ years,Not Verified,MORTGAGE,TX,12.27,23.0,7458.5732284087,0.0,0.0,Fully Paid,1,0.22993797453937015
3000,5,F,18.3,home_improvement,42000.0,2 years,Source Verified,MORTGAGE,TX,21.57,14.0,3779.395541509,0.0,0.0,Fully Paid,1,0.19072284377765203
5000,5,C,13.98,debt_consolidation,100000.0,7 years,Not Verified,RENT,NJ,17.17,31.0,6977.349999999599,0.0,0.0,Fully Paid,1,0.22339733520791505
12000,3,C,13.98,small_business,65000.0,7 years,Source Verified,RENT,CA,0.28,11.0,14761.9306739988,0.0,0.0,Fully Paid,1,0.22044130697402986
6000,5,B,11.86,debt_consolidation,51996.0,3 years,Not Verified,MORTGAGE,FL,12.6,15.0,7982.4000051554,0.0,0.0,Fully Paid,1,0.19493779542119394
14500,3,B,10.75,credit_card,43000.0,3 years,Verified,RENT,TX,23.94,12.0,17028.5797374954,0.0,0.0,Fully Paid,1,0.17981661926793313
12000,3,C,13.98,other,60000.0,2 years,Source Verified,RENT,NY,8.28,18.0,14761.6088993327,0.0,0.0,Fully Paid,1,0.22044130697402986
7000,3,B,11.86,other,24000.0,2 years,Source Verified,OWN,CA,1.2,29.0,3476.429999999999,653.13,186.6721999991,Charged Off,0,-0.6783909434682056
12000,5,B,11.49,educational,51000.0,2 years,Source Verified,RENT,NY,4.05,21.0,10509.6899927014,0.0,0.0,Fully Paid,1,0.1900427577300623
7400,3,D,14.84,debt_consolidation,71000.0,2 years,Not Verified,MORTGAGE,FL,17.83,23.0,9214.4099036598,0.0,0.0,Fully Paid,1,0.23148472192771385
25000,3,D,15.58,debt_consolidation,90000.0,7 years,Source Verified,RENT,IL,14.43,36.0,28149.5015499788,0.0,0.0,Fully Paid,1,0.24106482927544226
5000,3,B,11.86,moving,138000.0,< 1 year,Source Verified,MORTGAGE,TX,20.22,19.0,5049.64,0.0,0.0,Fully Paid,1,0.048621039470547966
7000,3,A,7.51,debt_consolidation,47000.0,4 years,Source Verified,OWN,CA,23.16,20.0,7539.6543561261,0.0,0.0,Fully Paid,1,0.09755486089529986
4800,3,E,17.93,other,36000.0,5 years,Source Verified,MORTGAGE,TX,21.97,7.0,6216.4582936182,0.0,0.0,Fully Paid,1,0.25072477490663814
5500,3,B,11.86,debt_consolidation,75000.0,10+ years,Verified,MORTGAGE,CA,5.57,22.0,6563.9549777366,0.0,0.0,Fully Paid,1,0.19362711532247978
6000,3,A,7.51,medical,60000.0,9 years,Not Verified,RENT,CA,1.04,42.0,6720.0337761547,0.0,0.0,Fully Paid,1,0.14038581749599977
4900,3,B,11.49,wedding,38400.0,2 years,Not Verified,RENT,CA,23.75,21.0,5511.3499999999985,31.91,0.95,Charged Off,0,0.12638755768641952
6500,3,A,7.14,debt_consolidation,73000.0,2 years,Not Verified,RENT,NY,5.74,15.0,7149.438645300898,0.0,0.0,Fully Paid,1,0.11512211167898068
3500,3,A,6.76,home_improvement,45000.0,3 years,Not Verified,MORTGAGE,NY,13.41,39.0,3610.8395947205,0.0,0.0,Fully Paid,1,0.06554629657188604
12000,5,D,15.95,debt_consolidation,96672.0,10+ years,Verified,MORTGAGE,CA,8.35,35.0,17489.8199818851,0.0,0.0,Fully Paid,1,0.2504846161242087
4000,3,A,6.76,car,57431.0,10+ years,Not Verified,MORTGAGE,FL,6.18,21.0,4430.7188075309,0.0,0.0,Fully Paid,1,0.13144217726227603
4000,3,A,6.76,major_purchase,62000.0,10+ years,Not Verified,OWN,FL,9.74,31.0,4412.0064106863,0.0,0.0,Fully Paid,1,0.11061349567792056
3000,3,C,14.72,debt_consolidation,125000.0,3 years,Source Verified,RENT,NY,14.68,32.0,3725.5971651047,0.0,0.0,Fully Paid,1,0.2088119413230698
20000,5,E,16.82,debt_consolidation,50400.0,10+ years,Verified,MORTGAGE,TX,4.24,12.0,10781.750000000064,3324.75,794.6071,Charged Off,0,-0.5397769761111949
12000,3,A,7.51,debt_consolidation,28000.0,8 years,Not Verified,RENT,FL,15.64,25.0,13337.098843266496,0.0,0.0,Fully Paid,1,0.11952893829637623
10000,3,C,13.61,credit_card,59200.0,1 year,Not Verified,RENT,CA,12.28,10.0,12236.4481262394,0.0,0.0,Fully Paid,1,0.21571971435907256
4000,3,D,14.84,debt_consolidation,24000.0,2 years,Not Verified,RENT,FL,18.65,13.0,4980.955896660999,0.0,0.0,Fully Paid,1,0.23148472192771696
12600,3,B,10.75,credit_card,110000.0,3 years,Source Verified,RENT,NY,4.48,9.0,14797.2098756474,0.0,0.0,Fully Paid,1,0.1798166192679269
2100,5,E,17.19,major_purchase,56000.0,10+ years,Source Verified,RENT,CA,11.94,15.0,2824.2642971803,0.0,0.0,Fully Paid,1,0.21621579543042113
12250,5,D,15.58,credit_card,32088.0,< 1 year,Not Verified,RENT,NJ,21.77,20.0,16875.319357989298,0.0,0.0,Fully Paid,1,0.2293021791826786
4000,3,A,7.14,other,27000.0,8 years,Verified,RENT,NY,12.22,9.0,4399.6562582686,0.0,0.0,Fully Paid,1,0.1151221116789718
5100,3,B,11.49,debt_consolidation,61150.0,< 1 year,Not Verified,RENT,NY,14.31,20.0,6053.5939889522,0.0,0.0,Fully Paid,1,0.1890062736773308
8000,3,A,7.14,vacation,38000.0,4 years,Source Verified,MORTGAGE,FL,10.74,8.0,8911.658043104,0.0,0.0,Fully Paid,1,0.1359650876887033
4000,3,A,7.88,debt_consolidation,35000.0,< 1 year,Not Verified,RENT,FL,16.66,13.0,4487.6668900639,0.0,0.0,Fully Paid,1,0.12395246046447794
11200,5,C,13.98,credit_card,43000.0,2 years,Source Verified,RENT,NY,16.88,26.0,15091.190211558302,0.0,0.0,Fully Paid,1,0.20733539185819683
10000,3,A,7.51,debt_consolidation,175000.0,2 years,Not Verified,MORTGAGE,NY,6.05,16.0,10554.7678669568,0.0,0.0,Fully Paid,1,0.07438849521906854
2400,5,E,17.56,debt_consolidation,42000.0,4 years,Not Verified,RENT,CA,1.14,3.0,2454.29,167.83,1.5985000002,Charged Off,0,0.04707379942450696
20000,3,D,14.84,debt_consolidation,98400.0,10+ years,Verified,MORTGAGE,CA,9.56,21.0,24903.733350449904,0.0,0.0,Fully Paid,1,0.23148472192770408
16800,5,D,15.58,credit_card,76000.0,2 years,Not Verified,MORTGAGE,NY,15.36,14.0,18300.2900157506,0.0,0.0,Fully Paid,1,0.24534928380619703
12000,3,E,16.45,credit_card,31200.0,< 1 year,Verified,RENT,FL,12.81,5.0,15284.811316103503,0.0,0.0,Fully Paid,1,0.25242053486126914
7500,3,A,7.88,other,40800.0,3 years,Source Verified,MORTGAGE,TX,14.76,24.0,8431.1562872705,0.0,0.0,Fully Paid,1,0.12395246046446906
14000,5,D,15.21,credit_card,55000.0,8 years,Verified,MORTGAGE,NY,8.23,16.0,19922.2800148045,0.0,0.0,Fully Paid,1,0.24023620841118776
9800,3,A,7.14,major_purchase,60000.0,8 years,Not Verified,OWN,TX,7.6,23.0,10393.8859284854,0.0,0.0,Fully Paid,1,0.09316456545862128
9200,3,B,11.86,major_purchase,32496.0,10+ years,Not Verified,OWN,TX,18.24,23.0,9791.341436965182,0.0,0.0,Fully Paid,1,0.10233846462847107
1450,3,A,6.76,major_purchase,121200.0,10+ years,Not Verified,MORTGAGE,TX,18.83,48.0,1606.1040457785998,0.0,0.0,Fully Paid,1,0.1314421772622909
6000,3,B,11.49,home_improvement,42000.0,2 years,Not Verified,MORTGAGE,TX,14.12,10.0,1643.489999999999,1021.02,357.3,Charged Off,0,-0.9991127581091478
15600,5,E,16.45,wedding,67376.0,4 years,Verified,RENT,NY,20.74,37.0,19716.3809505948,0.0,0.0,Fully Paid,1,0.1859435790445425
2500,3,A,7.51,credit_card,22000.0,< 1 year,Verified,RENT,NY,24.6,22.0,2692.7335925918,0.0,0.0,Fully Paid,1,0.09755486089529408
15000,3,B,10.38,debt_consolidation,70000.0,7 years,Not Verified,MORTGAGE,FL,7.49,28.0,17522.00329279071,0.0,0.0,Fully Paid,1,0.1752476775182079
6000,3,C,14.35,debt_consolidation,72000.0,4 years,Not Verified,RENT,FL,9.9,12.0,2267.090000000003,213.49,2.27,Charged Off,0,-0.876871592625889
4000,3,E,17.93,major_purchase,108000.0,10+ years,Verified,RENT,CA,23.14,41.0,3033.87,5.67,0.0,Charged Off,0,-0.2666815520189324
25000,5,E,16.82,debt_consolidation,139900.0,10+ years,Verified,RENT,NY,12.89,36.0,36594.381304232505,0.0,0.0,Fully Paid,1,0.26264788106222814
4000,5,B,11.86,credit_card,60000.0,10+ years,Source Verified,RENT,CA,15.6,28.0,4777.385809202696,0.0,0.0,Fully Paid,1,0.1431238700748263
24000,5,C,13.61,debt_consolidation,79200.0,10+ years,Source Verified,MORTGAGE,CA,6.39,7.0,26514.676997543917,0.0,0.0,Fully Paid,1,0.16663633779737563
25000,5,B,11.49,small_business,90000.0,< 1 year,Source Verified,OWN,TX,24.12,22.0,18306.1734193587,0.0,0.0,Fully Paid,1,0.1284414649422767
3000,3,E,16.45,other,32400.0,5 years,Not Verified,RENT,TX,0.0,9.0,3851.716917356673,0.0,0.0,Fully Paid,1,0.25242053486126914
3200,3,B,11.86,debt_consolidation,30000.0,2 years,Not Verified,RENT,CA,22.36,16.0,3803.755371133501,0.0,0.0,Fully Paid,1,0.17260761208501485
10000,3,A,7.88,wedding,120000.0,3 years,Verified,RENT,NY,2.95,15.0,10531.8668843589,0.0,0.0,Fully Paid,1,0.07877595638402601
8400,3,C,13.61,debt_consolidation,65280.0,< 1 year,Not Verified,RENT,CA,22.19,18.0,10269.0407679015,0.0,0.0,Fully Paid,1,0.19463502513529174
1500,3,B,11.12,major_purchase,31200.0,10+ years,Source Verified,RENT,CA,0.65,21.0,1771.080428524392,0.0,0.0,Fully Paid,1,0.1844027965283337
12000,3,A,7.88,debt_consolidation,74000.0,2 years,Not Verified,RENT,NJ,16.67,35.0,13514.1592837955,0.0,0.0,Fully Paid,1,0.14482322879223575
20500,3,F,18.67,debt_consolidation,100000.0,4 years,Verified,MORTGAGE,CA,15.36,37.0,26932.223181447796,0.0,0.0,Fully Paid,1,0.28185655764760376
18000,3,A,7.88,debt_consolidation,55000.0,10+ years,Source Verified,RENT,IL,17.63,26.0,19598.8257644932,0.0,0.0,Fully Paid,1,0.1019618725771636
20000,3,B,10.38,other,75000.0,< 1 year,Verified,RENT,CA,1.14,13.0,21847.586507802294,0.0,0.0,Fully Paid,1,0.10886434606303563
25000,3,B,11.86,debt_consolidation,115000.0,10+ years,Source Verified,MORTGAGE,TX,22.28,40.0,25724.055908749106,0.0,0.0,Fully Paid,1,0.07622846036768616
14000,3,C,14.35,debt_consolidation,56000.0,5 years,Source Verified,RENT,CA,11.91,8.0,17141.9223458658,0.0,0.0,Fully Paid,1,0.20406845491279713
16000,5,C,13.61,wedding,100000.0,3 years,Source Verified,MORTGAGE,NY,3.84,9.0,21672.2309431626,0.0,0.0,Fully Paid,1,0.21048106770841302
10000,3,A,7.88,debt_consolidation,105000.0,8 years,Not Verified,MORTGAGE,CA,9.15,37.0,10839.382194321,0.0,0.0,Fully Paid,1,0.1019618725771696
3000,3,B,11.12,credit_card,28800.0,2 years,Not Verified,RENT,CA,8.14,11.0,3533.0681314421995,0.0,0.0,Fully Paid,1,0.16341087932326626
20000,3,B,11.49,debt_consolidation,102000.0,4 years,Verified,MORTGAGE,CA,16.8,22.0,23510.551234749106,0.0,0.0,Fully Paid,1,0.16800056098061544
7750,3,B,11.12,moving,85000.0,4 years,Not Verified,MORTGAGE,CA,21.37,22.0,9150.7846889309,0.0,0.0,Fully Paid,1,0.18440279652834612
18000,3,A,7.51,other,95004.0,10+ years,Verified,MORTGAGE,FL,10.02,34.0,20127.056846976902,0.0,0.0,Fully Paid,1,0.11952893829638223
6000,3,C,13.98,moving,74778.0,10+ years,Source Verified,MORTGAGE,FL,20.25,42.0,7381.010312991501,0.0,0.0,Fully Paid,1,0.22044130697402986
5000,5,E,16.45,debt_consolidation,48000.0,2 years,Verified,OWN,CA,9.5,12.0,7244.0152687769,0.0,0.0,Fully Paid,1,0.2495733365982713
11200,3,C,13.98,other,100016.0,10+ years,Not Verified,RENT,NJ,11.04,27.0,13446.8388209596,0.0,0.0,Fully Paid,1,0.1993428379992841
1600,3,C,13.98,moving,48000.0,4 years,Not Verified,RENT,FL,17.63,17.0,1968.2250996372,0.0,0.0,Fully Paid,1,0.22044130697402342
3000,3,B,11.49,debt_consolidation,47004.0,10+ years,Source Verified,RENT,NY,3.57,14.0,3560.9198018333,0.0,0.0,Fully Paid,1,0.18900627367731837
3500,3,B,11.86,major_purchase,60000.0,5 years,Not Verified,RENT,IL,2.72,10.0,4177.0494800548995,0.0,0.0,Fully Paid,1,0.19362711532249222
14000,3,B,11.12,debt_consolidation,60000.0,8 years,Not Verified,OWN,TX,6.78,10.0,16530.315711533898,0.0,0.0,Fully Paid,1,0.1844027965283399
25000,3,D,15.21,debt_consolidation,170000.0,10+ years,Verified,RENT,NY,17.25,23.0,31184.6580263758,0.0,0.0,Fully Paid,1,0.21512147037186957
18000,5,B,11.86,debt_consolidation,40000.0,1 year,Verified,RENT,NY,22.38,14.0,15857.612593548898,0.0,0.0,Fully Paid,1,0.1703850691500277
24000,5,B,11.86,debt_consolidation,85000.0,10+ years,Verified,MORTGAGE,TX,19.98,55.0,16932.167121427003,0.0,0.0,Fully Paid,1,0.09034508700168975
8400,5,C,13.98,educational,72000.0,5 years,Not Verified,RENT,CA,15.02,17.0,1904.39,343.91,3.37,Charged Off,0,-0.9736989588016765
8800,5,E,17.19,credit_card,65000.0,4 years,Verified,RENT,CA,3.21,9.0,10104.37,465.61,4.4152999987,Charged Off,0,0.12248814647984974
2500,5,D,15.95,other,13000.0,4 years,Source Verified,RENT,CA,7.75,3.0,3643.69,0.0,0.0,Fully Paid,1,0.2504846161242087
14000,5,D,15.58,debt_consolidation,50000.0,2 years,Source Verified,MORTGAGE,TX,20.98,34.0,16313.5262244212,0.0,0.0,Fully Paid,1,0.24534928380619037
8000,3,A,7.88,other,57996.0,10+ years,Not Verified,MORTGAGE,IL,3.97,20.0,9009.3893216915,0.0,0.0,Fully Paid,1,0.14482322879223886
10200,5,D,16.32,home_improvement,75996.0,2 years,Verified,MORTGAGE,FL,16.07,30.0,14986.6496753114,0.0,0.0,Fully Paid,1,0.2556423101830043
